"rgn_id","whencev01"
1,"SG"
2,"SG"
3,"SG"
4,"SG"
5,"SG"
6,"OD"
6,"OD"
7,"OD"
7,"OD"
8,"OD"
8,"OD"
9,"OD"
9,"OD"
10,"OD"
10,"OD"
11,"OD"
11,"OD"
12,"SG"
13,"SG"
14,"SG"
15,"OD"
15,"OD"
16,"OD"
16,"OD"
17,"OD"
17,"OD"
18,"OD"
18,"OD"
19,"OD"
19,"OD"
20,"OD"
20,"OD"
21,"OD"
21,"OD"
24,"OD"
24,"OD"
25,"OD"
25,"OD"
26,"SG"
28,"OD"
28,"OD"
29,"SG"
30,"SG"
31,"OD"
31,"OD"
32,"SG"
33,"SG"
34,"SG"
35,"SG"
36,"SG"
37,"OD"
37,"OD"
38,"SG"
39,"OD"
39,"OD"
40,"OD"
40,"OD"
41,"OD"
41,"OD"
42,"OD"
42,"OD"
43,"OD"
43,"OD"
44,"OD"
44,"OD"
45,"OD"
45,"OD"
46,"OD"
46,"OD"
47,"OD"
47,"OD"
48,"OD"
48,"OD"
49,"OD"
49,"OD"
50,"OD"
50,"OD"
51,"OD"
51,"OD"
52,"OD"
52,"OD"
53,"OD"
53,"OD"
54,"OD"
54,"OD"
55,"SG"
56,"OD"
56,"OD"
57,"SG"
58,"SG"
59,"OD"
59,"OD"
60,"SG"
61,"OD"
61,"OD"
62,"OD"
62,"OD"
63,"SG"
64,"OD"
64,"OD"
65,"OD"
65,"OD"
66,"OD"
66,"OD"
67,"OD"
67,"OD"
68,"OD"
68,"OD"
69,"OD"
69,"OD"
70,"OD"
70,"OD"
71,"OD"
71,"OD"
72,"OD"
72,"OD"
73,"OD"
73,"OD"
74,"OD"
74,"OD"
75,"OD"
75,"OD"
76,"OD"
76,"OD"
77,"OD"
77,"OD"
78,"OD"
78,"OD"
79,"OD"
79,"OD"
80,"OD"
80,"OD"
81,"OD"
81,"OD"
82,"OD"
82,"OD"
84,"OD"
84,"OD"
85,"SG"
86,"SG"
88,"SG"
89,"SG"
90,"SG"
91,"SG"
92,"SG"
93,"SG"
94,"SG"
95,"SG"
96,"OD"
96,"OD"
97,"OD"
97,"OD"
98,"OD"
98,"OD"
99,"OD"
99,"OD"
100,"OD"
100,"OD"
101,"OD"
101,"OD"
102,"OD"
102,"OD"
103,"OD"
103,"OD"
104,"OD"
104,"OD"
105,"SG"
106,"OD"
106,"OD"
107,"SG"
108,"SG"
110,"OD"
110,"OD"
111,"SG"
112,"OD"
112,"OD"
113,"SG"
114,"OD"
114,"OD"
115,"OD"
115,"OD"
116,"SG"
117,"SG"
118,"SG"
119,"OD"
119,"OD"
120,"OD"
120,"OD"
121,"SG"
122,"OD"
122,"OD"
123,"OD"
123,"OD"
124,"OD"
124,"OD"
125,"OD"
125,"OD"
126,"OD"
126,"OD"
127,"OD"
127,"OD"
129,"OD"
129,"OD"
130,"OD"
130,"OD"
131,"OD"
131,"OD"
132,"OD"
132,"OD"
133,"OD"
133,"OD"
134,"OD"
134,"OD"
135,"OD"
135,"OD"
136,"OD"
136,"OD"
137,"OD"
137,"OD"
138,"OD"
138,"OD"
139,"OD"
139,"OD"
140,"SG"
141,"SG"
143,"OD"
143,"OD"
144,"SG"
145,"SG"
146,"SG"
147,"SG"
148,"SG"
149,"SG"
150,"SG"
151,"SG"
152,"OD"
152,"OD"
153,"OD"
153,"OD"
154,"OD"
154,"OD"
155,"OD"
155,"OD"
156,"SG"
157,"SG"
158,"SG"
159,"SG"
161,"SG"
162,"OD"
162,"OD"
163,"SG"
164,"OD"
164,"OD"
166,"OD"
166,"OD"
167,"OD"
167,"OD"
168,"OD"
168,"OD"
169,"SG"
171,"OD"
171,"OD"
172,"OD"
172,"OD"
173,"OD"
173,"OD"
174,"OD"
174,"OD"
175,"OD"
175,"OD"
176,"OD"
176,"OD"
177,"OD"
177,"OD"
178,"OD"
178,"OD"
179,"OD"
179,"OD"
180,"OD"
180,"OD"
181,"OD"
181,"OD"
182,"OD"
182,"OD"
183,"OD"
183,"OD"
184,"OD"
184,"OD"
185,"OD"
185,"OD"
186,"OD"
186,"OD"
186,"OD"
186,"OD"
186,"OD"
187,"OD"
187,"OD"
188,"OD"
188,"OD"
189,"OD"
189,"OD"
190,"OD"
190,"OD"
191,"OD"
191,"OD"
192,"OD"
192,"OD"
193,"OD"
193,"OD"
194,"OD"
194,"OD"
195,"OD"
195,"OD"
196,"OD"
196,"OD"
197,"OD"
197,"OD"
198,"OD"
198,"OD"
199,"OD"
199,"OD"
200,"OD"
200,"OD"
202,"OD"
202,"OD"
203,"OD"
203,"OD"
204,"OD"
204,"OD"
205,"OD"
205,"OD"
206,"OD"
206,"OD"
207,"OD"
207,"OD"
208,"OD"
208,"OD"
209,"OD"
209,"OD"
210,"OD"
210,"OD"
212,"OD"
212,"OD"
214,"OD"
214,"OD"
215,"OD"
215,"OD"
216,"OD"
216,"OD"
218,"OD"
218,"OD"
219,"SG"
220,"SG"
221,"SG"
222,"OD"
222,"OD"
223,"OD"
223,"OD"
224,"OD"
224,"OD"
227,"SG"
228,"SG"
231,"OD"
231,"OD"
232,"OD"
232,"OD"
237,"SG"
244,"SG"
245,"SG"
247,"OD"
247,"OD"
247,"OD"
247,"OD"
247,"OD"
248,"SG"
249,"SG"
250,"SG"
